position	UNBOUND	O	OO	OOO	H	OH	OOH	OOOH	HH	OHH	OOHH	OOOHH	HHH	OHHH	OOHHH	OOOHHH
-33.000       nan       nan    -0.011     0.119     0.058    -0.279    -0.354    -0.133     0.016     0.147    -0.010     0.019    -0.001     0.024    -0.078    -0.214     0.078     0.066    -0.016     0.037    -0.048     0.027    -0.002    -0.020     0.060     0.025    -0.053     0.040    -0.003     0.090     0.171     0.114
-32.900     0.066     0.080     0.040     0.083     0.028    -0.006     0.049     0.051     0.005     0.026     0.003     0.011     0.002     0.020    -0.001     0.053    -0.015    -0.022     0.003    -0.009    -0.002    -0.015    -0.000    -0.019     0.016    -0.008    -0.003    -0.009     0.006    -0.004     0.020    -0.002
-32.800     0.088    -0.018     0.019     0.051     0.039     0.037     0.050     0.050    -0.005     0.001     0.007     0.014     0.005     0.023     0.010     0.026    -0.010    -0.017     0.002    -0.009    -0.002    -0.015     0.006    -0.010    -0.002    -0.064     0.005    -0.005     0.000    -0.012     0.005    -0.019
-32.700     0.033     0.131     0.022     0.070     0.029    -0.007     0.131     0.072    -0.006    -0.025     0.003     0.004     0.000     0.018     0.001     0.028    -0.012    -0.012    -0.000    -0.018    -0.001    -0.014     0.001    -0.015     0.004    -0.004     0.002    -0.016     0.008    -0.009    -0.002    -0.030
-32.600     0.081     0.162     0.021     0.037     0.030     0.048     0.100     0.050     0.006    -0.021     0.004     0.010     0.000     0.022     0.009     0.041    -0.014    -0.038     0.001    -0.013    -0.001    -0.014     0.002    -0.008     0.001     0.019     0.000     0.002    -0.001    -0.008     0.014    -0.026
-32.500     0.067     0.094     0.034     0.030     0.026     0.004     0.058     0.032     0.002    -0.033     0.002     0.001     0.006     0.019     0.004     0.032    -0.003    -0.039     0.001    -0.013     0.001    -0.012    -0.002    -0.009     0.041    -0.035     0.002     0.000     0.005    -0.003    -0.003     0.004
-32.400    -0.022     0.141     0.028     0.040     0.013     0.007     0.069     0.016     0.002     0.016     0.007     0.005    -0.001     0.016     0.001     0.041     0.003     0.011     0.001    -0.015    -0.003    -0.007    -0.001    -0.010     0.005    -0.015     0.006    -0.016     0.007    -0.005     0.010     0.001
-32.300    -0.013     0.191     0.027     0.030     0.018     0.027     0.026     0.107    -0.007     0.026    -0.001     0.012    -0.002     0.014    -0.002     0.021    -0.013    -0.005     0.004    -0.011    -0.002    -0.007     0.000    -0.009    -0.019    -0.059     0.012    -0.014     0.007     0.002     0.021    -0.015
-32.200    -0.011     0.131     0.011     0.009     0.005     0.028     0.023     0.101     0.002     0.005     0.003    -0.007     0.000     0.012    -0.007     0.012    -0.004     0.019     0.002    -0.013    -0.003    -0.004     0.004    -0.002     0.003     0.074     0.011    -0.011     0.008     0.004    -0.001    -0.021
-32.100    -0.029     0.059     0.019     0.020     0.011     0.019     0.064    -0.033     0.001     0.008     0.006     0.006     0.003     0.011    -0.007    -0.000    -0.009     0.003     0.003    -0.008    -0.002    -0.004    -0.004    -0.006    -0.007    -0.019     0.008    -0.005     0.003     0.010    -0.008    -0.014
-32.000     0.031     0.149     0.025     0.002     0.010     0.028     0.114     0.082     0.032    -0.014     0.006     0.003    -0.003     0.008     0.000     0.001    -0.007     0.008     0.002    -0.006    -0.002    -0.006    -0.003    -0.004     0.010    -0.042     0.004    -0.001     0.001     0.001     0.013    -0.012
-31.900     0.066     0.050     0.017    -0.015     0.029     0.024     0.048     0.013     0.015     0.016     0.006    -0.006    -0.001     0.014     0.008    -0.004    -0.010    -0.022     0.002    -0.008     0.000    -0.004     0.000    -0.002     0.018    -0.080     0.003    -0.020     0.002     0.005     0.003     0.019
-31.800     0.052     0.147    -0.012    -0.021     0.006     0.023     0.087    -0.004     0.008     0.036    -0.002    -0.001    -0.007     0.007     0.004    -0.014    -0.001    -0.004    -0.000    -0.004    -0.004    -0.004    -0.004    -0.009     0.045     0.033     0.003    -0.004    -0.005    -0.002     0.023    -0.005
