   -21.800     0.000    -0.008
   -21.700     0.000    -0.008
   -21.600    -0.000    -0.006
   -21.500    -0.000    -0.007
   -21.400    -0.000    -0.004
   -21.300    -0.001    -0.006
   -21.200    -0.000    -0.008
   -21.100    -0.001    -0.010
   -21.000    -0.001    -0.009
   -20.900     0.000    -0.009
   -20.800    -0.001    -0.010
   -20.700     0.001    -0.009
   -20.600     0.000    -0.009
   -20.500     0.002    -0.009
   -20.400     0.002    -0.007
   -20.300     0.001    -0.007
   -20.200     0.003    -0.007
   -20.100     0.001    -0.008
   -20.000     0.002    -0.005
   -19.900     0.001    -0.007
   -19.800     0.001    -0.005
   -19.700     0.001    -0.004
   -19.600     0.001    -0.006
   -19.500     0.001    -0.005
   -19.400     0.001    -0.006
   -19.300     0.002    -0.006
   -19.200     0.001    -0.007
   -19.100     0.002    -0.006
   -19.000     0.001    -0.004
   -18.900     0.001    -0.005
   -18.800     0.001    -0.004
   -18.700     0.000    -0.005
   -18.600     0.000    -0.004
   -18.500     0.002    -0.004
   -18.400     0.002    -0.003
   -18.300     0.003    -0.004
   -18.200     0.002    -0.006
   -18.100     0.003    -0.006
   -18.000     0.003    -0.006
   -17.900     0.004    -0.004
   -17.800     0.004    -0.007
   -17.700     0.004    -0.008
   -17.600     0.004    -0.007
   -17.500     0.005    -0.006
   -17.400     0.006    -0.002
   -17.300     0.004    -0.002
   -17.200     0.005    -0.003
   -17.100     0.003    -0.005
   -17.000     0.004    -0.006
   -16.900     0.004    -0.005
   -16.800     0.005    -0.007
   -16.700     0.005    -0.007
   -16.600     0.006    -0.007
   -16.500     0.006    -0.004
   -16.400     0.004    -0.005
   -16.300     0.004    -0.003
   -16.200     0.005    -0.004
   -16.100     0.004    -0.004
   -16.000     0.004    -0.004
   -15.900     0.003    -0.005
   -15.800     0.003    -0.005
   -15.700     0.003    -0.005
   -15.600     0.004    -0.003
   -15.500     0.005    -0.004
   -15.400     0.003    -0.004
   -15.300     0.003    -0.003
   -15.200     0.003    -0.003
   -15.100     0.003    -0.004
   -15.000     0.003    -0.005
   -14.900     0.003    -0.007
   -14.800     0.003    -0.007
   -14.700     0.003    -0.008
   -14.600     0.004    -0.006
   -14.500     0.005    -0.007
   -14.400     0.004    -0.007
   -14.300     0.005    -0.005
   -14.200     0.003    -0.006
   -14.100     0.002    -0.007
   -14.000     0.002    -0.006
   -13.900     0.001    -0.005
   -13.800     0.000    -0.006
   -13.700     0.001    -0.005
   -13.600    -0.000    -0.006
   -13.500    -0.000    -0.006
   -13.400    -0.001    -0.009
   -13.300     0.001    -0.010
   -13.200    -0.000    -0.007
   -13.100     0.000    -0.006
   -13.000     0.001    -0.006
   -12.900     0.001    -0.006
   -12.800     0.001    -0.005
   -12.700     0.002    -0.003
   -12.600     0.002    -0.005
   -12.500     0.004    -0.007
   -12.400     0.002    -0.007
   -12.300     0.001    -0.008
   -12.200     0.001    -0.006
   -12.100    -0.000    -0.007
   -12.000    -0.000    -0.009
   -11.900     0.001    -0.007
   -11.800     0.002    -0.008
   -11.700     0.002    -0.008
   -11.600     0.002    -0.009
   -11.500     0.001    -0.008
   -11.400     0.001    -0.009
   -11.300     0.000    -0.009
   -11.200    -0.000    -0.012
   -11.100     0.000    -0.011
   -11.000     0.001    -0.012
   -10.900     0.002    -0.008
   -10.800     0.001    -0.010
   -10.700     0.002    -0.010
   -10.600     0.000    -0.009
   -10.500     0.001    -0.008
   -10.400     0.001    -0.009
   -10.300     0.000    -0.008
   -10.200    -0.002    -0.005
   -10.100    -0.002    -0.005
   -10.000    -0.002    -0.006
    -9.900    -0.002    -0.008
    -9.800     0.000    -0.007
    -9.700     0.000    -0.008
    -9.600    -0.000    -0.008
    -9.500    -0.001    -0.009
    -9.400    -0.001    -0.007
    -9.300     0.000    -0.006
    -9.200     0.001    -0.006
    -9.100     0.000    -0.005
    -9.000     0.001    -0.006
    -8.900    -0.001    -0.007
    -8.800    -0.000    -0.009
    -8.700    -0.000    -0.009
    -8.600    -0.001    -0.009
    -8.500    -0.001    -0.010
    -8.400    -0.001    -0.009
    -8.300    -0.002    -0.009
    -8.200    -0.001    -0.008
    -8.100    -0.002    -0.009
    -8.000    -0.002    -0.009
    -7.900    -0.002    -0.008
    -7.800    -0.001    -0.011
    -7.700    -0.002    -0.010
    -7.600    -0.004    -0.011
    -7.500    -0.002    -0.009
    -7.400    -0.002    -0.009
    -7.300    -0.001    -0.012
    -7.200    -0.001    -0.011
    -7.100    -0.001    -0.009
    -7.000    -0.001    -0.010
    -6.900    -0.003    -0.011
    -6.800    -0.003    -0.010
    -6.700    -0.003    -0.011
    -6.600    -0.004    -0.009
    -6.500    -0.004    -0.006
    -6.400    -0.003    -0.008
    -6.300    -0.004    -0.009
    -6.200    -0.003    -0.007
    -6.100    -0.002    -0.006
    -6.000    -0.004    -0.005
    -5.900    -0.004    -0.005
    -5.800    -0.004    -0.005
    -5.700    -0.002    -0.006
    -5.600    -0.003    -0.006
    -5.500    -0.002    -0.007
    -5.400    -0.002    -0.007
    -5.300    -0.002    -0.006
    -5.200    -0.001    -0.006
    -5.100    -0.001    -0.006
    -5.000     0.000    -0.004
    -4.900     0.001    -0.002
    -4.800     0.001    -0.002
    -4.700     0.002    -0.000
    -4.600     0.003     0.003
    -4.500     0.002     0.005
    -4.400     0.003     0.009
    -4.300     0.003     0.006
    -4.200     0.001     0.011
    -4.100     0.001     0.013
    -4.000     0.002     0.016
    -3.900     0.001     0.016
    -3.800    -0.000     0.015
    -3.700    -0.000     0.016
    -3.600    -0.001     0.018
    -3.500    -0.002     0.016
    -3.400    -0.001     0.019
    -3.300    -0.002     0.024
    -3.200    -0.002     0.024
    -3.100    -0.004     0.024
    -3.000    -0.004     0.025
    -2.900    -0.007     0.026
    -2.800    -0.007     0.026
    -2.700    -0.009     0.026
    -2.600    -0.009     0.028
    -2.500    -0.011     0.028
    -2.400    -0.009     0.031
    -2.300    -0.010     0.031
    -2.200    -0.010     0.032
    -2.100    -0.009     0.031
    -2.000    -0.009     0.034
    -1.900    -0.009     0.037
    -1.800    -0.010     0.038
    -1.700    -0.012     0.040
    -1.600    -0.013     0.040
    -1.500    -0.014     0.042
    -1.400    -0.014     0.044
    -1.300    -0.014     0.044
    -1.200    -0.017     0.043
    -1.100    -0.016     0.040
    -1.000    -0.014     0.043
    -0.900    -0.017     0.042
    -0.800    -0.016     0.042
    -0.700    -0.017     0.039
    -0.600    -0.016     0.046
    -0.500    -0.015     0.047
    -0.400    -0.016     0.046
    -0.300    -0.018     0.048
    -0.200    -0.018     0.047
    -0.100    -0.017     0.046
     0.000    -0.021     0.048
     0.100    -0.021     0.046
     0.200    -0.026     0.048
     0.300    -0.022     0.048
     0.400    -0.025     0.046
     0.500    -0.024     0.044
     0.600    -0.024     0.046
     0.700    -0.026     0.045
     0.800    -0.024     0.040
     0.900    -0.025     0.043
     1.000    -0.023     0.041
     1.100    -0.022     0.043
     1.200    -0.022     0.040
     1.300    -0.022     0.045
     1.400    -0.019     0.044
     1.500    -0.018     0.046
     1.600    -0.015     0.048
     1.700    -0.011     0.051
     1.800    -0.011     0.050
     1.900    -0.010     0.052
     2.000    -0.009     0.056
     2.100    -0.006     0.058
     2.200    -0.007     0.058
     2.300    -0.007     0.061
     2.400    -0.006     0.061
     2.500    -0.008     0.067
     2.600    -0.007     0.069
     2.700    -0.007     0.069
     2.800    -0.005     0.072
     2.900    -0.007     0.077
     3.000    -0.006     0.076
     3.100    -0.005     0.080
     3.200    -0.006     0.077
     3.300    -0.007     0.081
     3.400    -0.009     0.085
     3.500    -0.006     0.085
     3.600    -0.006     0.083
     3.700    -0.007     0.085
     3.800    -0.006     0.087
     3.900    -0.001     0.090
     4.000    -0.003     0.087
     4.100    -0.003     0.095
     4.200    -0.001     0.095
     4.300     0.001     0.099
     4.400    -0.000     0.092
     4.500     0.005     0.100
     4.600     0.005     0.106
     4.700     0.002     0.095
     4.800     0.000     0.105
     4.900    -0.002     0.105
     5.000    -0.002     0.103
     5.100    -0.000     0.107
     5.200     0.002     0.115
     5.300     0.000     0.115
     5.400    -0.000     0.114
