   -22.500     0.006    -0.000
   -22.000     0.004    -0.002
   -21.500     0.005    -0.001
   -21.000     0.004    -0.001
   -20.500     0.002    -0.002
   -20.000     0.001     0.000
   -19.500     0.000     0.001
   -19.000    -0.001    -0.001
   -18.500     0.001    -0.000
   -18.000     0.002    -0.002
   -17.500     0.002    -0.000
   -17.000    -0.000    -0.000
   -16.500    -0.000    -0.000
   -16.000     0.001    -0.002
   -15.500    -0.001    -0.003
   -15.000     0.000    -0.002
   -14.500    -0.001    -0.004
   -14.000     0.000    -0.003
   -13.500     0.001    -0.004
   -13.000     0.002    -0.005
   -12.500     0.002    -0.005
   -12.000     0.002    -0.008
   -11.500     0.000    -0.012
   -11.000     0.001    -0.012
   -10.500     0.001    -0.014
   -10.000    -0.001    -0.016
    -9.500    -0.001    -0.016
    -9.000    -0.002    -0.024
    -8.500    -0.000    -0.023
    -8.000    -0.001    -0.026
    -7.500    -0.001    -0.022
    -7.000    -0.002    -0.022
    -6.500    -0.005    -0.024
    -6.000    -0.006    -0.022
    -5.500    -0.008    -0.019
    -5.000    -0.009    -0.015
    -4.500    -0.009    -0.010
    -4.000    -0.010    -0.006
    -3.500    -0.009    -0.001
    -3.000    -0.010     0.003
    -2.500    -0.010     0.019
    -2.000    -0.009     0.040
    -1.500    -0.015     0.072
    -1.000    -0.025     0.103
    -0.500    -0.035     0.132
     0.000    -0.045     0.147
     0.500    -0.053     0.150
     1.000    -0.056     0.148
     1.500    -0.058     0.128
     2.000    -0.061     0.102
     2.500    -0.059     0.073
     3.000    -0.060     0.035
     3.500    -0.051    -0.010
     4.000    -0.043    -0.047
     4.500    -0.034    -0.057
     5.000    -0.026    -0.108
     5.500    -0.006    -0.144
     6.000     0.063    -0.126
     6.500     0.106    -0.078
     7.000     0.145     0.044
     7.500     0.234     0.043
     8.000     0.158     0.062
     8.500     0.329    -0.109
     9.000     0.375     0.102
